candidateId,value,universidad homologada
630665b89fa239004bddcfa5,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
630665b89fa239004bddcfab,Universidad Antonio Ruiz De Montoya,Universidad Antonio Ruiz de Montoya
630665b89fa239004bddcfb8,Universidad Tecnologica Del Peru,Universidad Tecnologica del Peru S.A.C.
630665b89fa239004bddcff2,Universidad San Martin De Porres,Universidad de San Martin de Porres
630665b89fa239004bddd00e,Universidad Nacional Mayor De San Marcos,Universidad Nacional Mayor de San Marcos
630665b89fa239004bddd01b,Universidad Tecnologica Del Peru   Utp,Universidad Tecnologica del Peru S.A.C.
630665b89fa239004bddd02b,Universidad Tecnologica Del Peru,Universidad Tecnologica del Peru S.A.C.
630665b89fa239004bddd03c,Unife,Universidad Femenina del Sagrado Corazon
630665b89fa239004bddd044,Utp,Universidad Tecnologica del Peru S.A.C.
630665b89fa239004bddd04b,Universidad Cesar Vallejo,Universidad Cesar Vallejo S.A.C.
630665b89fa239004bddd088,Universidad Tecnologica Del Peru,Universidad Tecnologica del Peru S.A.C.
630665b89fa239004bddd09c,Utp,Universidad Tecnologica del Peru S.A.C.
630665b89fa239004bddd0b0,Universidad Tecnologica Del Peru,Universidad Tecnologica del Peru S.A.C.
630665b89fa239004bddd0c3,Universidad Nacional San Luis Gonzaga De Ica   Unica,Universidad Nacional San Luis Gonzaga de Ica
630665b89fa239004bddd0cc,Universidad De Lima,Universidad Nacional Tecnologica de Lima Sur
630665b89fa239004bddd0d2,Universidad Peruana De Ciencias Aplicadas,Universidad Peruana de Ciencias Aplicadas S.A.C.
630665b89fa239004bddd0df,Universidad Nacional Del Callao,Universidad Nacional del Callao
630665b89fa239004bddd14b,Universidad Peruana De Ciencias Aplicadas,Universidad Peruana de Ciencias Aplicadas S.A.C.
630665b89fa239004bddd153,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
630665b89fa239004bddd15e,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
630665b89fa239004bddd174,Universidad San Ignacio De Loyola   Usil,Universidad San Ignacio de Loyola S.R.L.
630665b89fa239004bddd17e,Universidad Nacional San Luis Gonzaga De Ica   Unica,Universidad Nacional San Luis Gonzaga de Ica
630665b89fa239004bddd192,Universidad Cesar Vallejo   Ucv,Universidad Cesar Vallejo S.A.C.
630665b89fa239004bddd192,Universidad Cesar Vallejo,Universidad Cesar Vallejo S.A.C.
630665b89fa239004bddd1a8,Universidad Tecnologica Del Peru,Universidad Tecnologica del Peru S.A.C.
630665b89fa239004bddd1af,Universidad San Martin De Porres,Universidad de San Martin de Porres
630665b89fa239004bddd1b5,Universidad Nacional Mayor De San Marcos,Universidad Nacional Mayor de San Marcos
630665b89fa239004bddd1c6,Universidad Ricardo Palma,Universidad Ricardo Palma
630665b89fa239004bddd1d2,Universidad San Ignacio De Loyola,Universidad San Ignacio de Loyola S.R.L.
630665b89fa239004bddd1dc,Universidad Cesar Vallejo,Universidad Cesar Vallejo S.A.C.
630665b89fa239004bddd1eb,Universidad Del Pacifico,Universidad del Pacifico
630665b89fa239004bddd1f8,Universidad Cesar Vallejo,Universidad Cesar Vallejo S.A.C.
630665b89fa239004bddd1ff,Universidad Nacional De San Agustin,Universidad Nacional de San Agustin de Arequipa
630665b89fa239004bddd205,Universidad San Ignacio De Loyola,Universidad San Ignacio de Loyola S.R.L.
630665b89fa239004bddd22c,Universidad Autonoma Del Peru   Ua,Universidad Autonoma del Peru S.A.C.
630665b89fa239004bddd253,Universidad Autonoma Del Peru,Universidad Autonoma del Peru S.A.C.
630665b89fa239004bddd25a,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
630665b89fa239004bddd268,Universidad Peruana Los Andes,Universidad Peruana Los Andes
630665b89fa239004bddd283,Universidad Peruana De Ciencias Aplicadas   Upc,Universidad Peruana de Ciencias Aplicadas S.A.C.
630665b89fa239004bddd2b0,Unife,Universidad Femenina del Sagrado Corazon
630665b89fa239004bddd2e2,Upc,Universidad Peruana de Ciencias Aplicadas S.A.C.
630665b89fa239004bddd325,Universidad Cesar Vallejo,Universidad Cesar Vallejo S.A.C.
630665b89fa239004bddd332,Universidad Cesar Vallejo,Universidad Cesar Vallejo S.A.C.
630665b89fa239004bddd343,Universidad Cesar Vallejo,Universidad Cesar Vallejo S.A.C.
630665b89fa239004bddd358,Universidad Cesar Vallejo,Universidad Cesar Vallejo S.A.C.
630665b89fa239004bddd35f,Upc,Universidad Peruana de Ciencias Aplicadas S.A.C.
630665b89fa239004bddd366,Universidad Tecnologica Del Peru,Universidad Tecnologica del Peru S.A.C.
630665b89fa239004bddd3b7,Universidad Privada Antenor Orrego,Universidad Privada Antenor Orrego
630665b89fa239004bddd3c0,Universidad Nacional De La Amazonia Peruana,Universidad Nacional Intercultural de la Amazonia
630665b89fa239004bddd3dc,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
630665b89fa239004bddd3e3,Upn,Universidad Privada del Norte S.A.C.
630665b89fa239004bddd3fe,Upn,Universidad Privada del Norte S.A.C.
630665b89fa239004bddd415,Universidad Tecnologica Del Peru,Universidad Tecnologica del Peru S.A.C.
630665b89fa239004bddd421,Universidad Cesar Vallejo,Universidad Cesar Vallejo S.A.C.
630665b89fa239004bddd428,Universidad Cesar Vallejo   Ucv,Universidad Cesar Vallejo S.A.C.
630665b89fa239004bddd438,Universidad De San Martin De Porres,Universidad de San Martin de Porres
630665b89fa239004bddd445,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
630665b89fa239004bddd45a,Universidad De San Martin De Porres   Usmp,Universidad de San Martin de Porres
630665b89fa239004bddd463,Universidad San Martin De Porres,Universidad de San Martin de Porres
630665b89fa239004bddd486,Universidad Continental,Universidad Continental S.A.C.
630665b89fa239004bddd497,Universidad Cesar Vallejo,Universidad Cesar Vallejo S.A.C.
630665b89fa239004bddd4b7,Universidad Peruana Union,Universidad Peruana Union
630665b89fa239004bddd4bf,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
630665b89fa239004bddd4bf,Universidad San Ignacio De Loyola,Universidad San Ignacio de Loyola S.R.L.
630665b89fa239004bddd4bf,I.e.p  Ingenieros Uni,Universidad Nacional de Ingenieria
630665b89fa239004bddd4d1,Universidad Cesar Vallejo,Universidad Cesar Vallejo S.A.C.
630665b89fa239004bddd4d7,Universidad Autonoma Del Peru,Universidad Autonoma del Peru S.A.C.
630665b89fa239004bddd516,Universidad Peruana De Ciencias Aplicadas,Universidad Peruana de Ciencias Aplicadas S.A.C.
630665b89fa239004bddd525,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
630665b89fa239004bddd52d,Universidad Cesar Vallejo,Universidad Cesar Vallejo S.A.C.
630665b89fa239004bddd538,Universidad San Martin De Porres,Universidad de San Martin de Porres
630665b89fa239004bddd576,Universidad Cesar Vallejo,Universidad Cesar Vallejo S.A.C.
630665b89fa239004bddd593,Universidad Nacional Mayor De San Marcos,Universidad Nacional Mayor de San Marcos
630665b89fa239004bddd59c,Universidad San Luis Gonzaga De Ica,Universidad Nacional San Luis Gonzaga de Ica
630665b89fa239004bddd5a9,Universidad San Ignacio De Loyola,Universidad San Ignacio de Loyola S.R.L.
630665b89fa239004bddd5af,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
630665b89fa239004bddd5d5,Universidad Cientifica Del Sur,Universidad Cientifica del Sur S.A.C.
630665b89fa239004bddd5fe,Upc,Universidad Peruana de Ciencias Aplicadas S.A.C.
630665b89fa239004bddd619,Universidad Nacional De Moquegua,Universidad Nacional de Moquegua
630665b89fa239004bddd655,Universidad,Universidad Tecnologica del Peru S.A.C.
630665b89fa239004bddd665,Universidad Tecnologica Del Peru,Universidad Tecnologica del Peru S.A.C.
630665b89fa239004bddd672,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
630665b89fa239004bddd689,Universidad Tecnologica Del Peru,Universidad Tecnologica del Peru S.A.C.
630665b89fa239004bddd698,Universidad Tecnologica Del Peru,Universidad Tecnologica del Peru S.A.C.
630665b89fa239004bddd6ab,Universidad Tecnologica Del Peru,Universidad Tecnologica del Peru S.A.C.
630665b89fa239004bddd6bd,Universidad Cesar Vallejo,Universidad Cesar Vallejo S.A.C.
630665b89fa239004bddd6ca,Universidad Autonoma Del Peru,Universidad Autonoma del Peru S.A.C.
630665b89fa239004bddd6d4,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
630665b89fa239004bddd6f9,Universidad Nacional Federico Villarreal,Universidad Nacional Federico Villarreal
630665b89fa239004bddd6ff,Universidad De Ingenieria,Universidad Nacional de Ingenieria
630665b89fa239004bddd71a,Universidad Nacional Del Callao,Universidad Nacional del Callao
630665b99fa239004bddd754,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
630665b99fa239004bddd75d,Utp Lima Norte,Universidad Tecnologica del Peru S.A.C.
630665b99fa239004bddd7ee,Universidad Nacional De Trujillo,Universidad Nacional de Trujillo
630665b99fa239004bddd803,Universidad Ricardo Palma,Universidad Ricardo Palma
630665b99fa239004bddd80b,Universidad Nacional De Ingenieria,Universidad Nacional de Ingenieria
630665b99fa239004bddd831,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
630665b99fa239004bddd83e,Universidad Peruana De Los Andes,Universidad Peruana Los Andes
630665b99fa239004bddd84e,Universidad Peruana De Ciencias Aplicadas,Universidad Peruana de Ciencias Aplicadas S.A.C.
630665b99fa239004bddd868,Unalm,Universidad Nacional Agraria La Molina
630665b99fa239004bddd868,Unfv,Universidad Nacional Federico Villarreal
630665b99fa239004bddd896,Universidad Cesar Vallejo,Universidad Cesar Vallejo S.A.C.
630665b99fa239004bddd8c7,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
630665b99fa239004bddd8ce,Universidad Privada Del Norte Upn,Universidad Privada del Norte S.A.C.
630665b99fa239004bddd8ff,Universidad Continental,Universidad Continental S.A.C.
630665b99fa239004bddd933,Universidad  Nacional  Del Callao,Universidad Nacional del Callao
630665b99fa239004bddd946,Universidad Peruana Los Andes,Universidad Peruana Los Andes
630665b99fa239004bddd96b,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
630665b99fa239004bddd979,Universidad Cesar Vallejo,Universidad Cesar Vallejo S.A.C.
630665b99fa239004bddd991,Universidad Privada Del Norte   Upn,Universidad Privada del Norte S.A.C.
630665b99fa239004bddd9a7,Universidad Nacional De Trujillo,Universidad Nacional de Trujillo
630665b99fa239004bddd9b8,Universidad Privada Del Norte   Upn,Universidad Privada del Norte S.A.C.
630665b99fa239004bddd9cf,Universidad San Ignacio De Loyola   Usil,Universidad San Ignacio de Loyola S.R.L.
630665b99fa239004bddd9dd,Universidad Peruana De Ciencias Aplicadas,Universidad Peruana de Ciencias Aplicadas S.A.C.
630665b99fa239004bddd9f9,Universidad San Ignacio De Loyola   Usil,Universidad San Ignacio de Loyola S.R.L.
630665b99fa239004bddda21,Universidad Tecnologica Del Peru,Universidad Tecnologica del Peru S.A.C.
630665b99fa239004bddda31,Universidad Nacional Hermilio Valdizan,Universidad Nacional Hermilio Valdizan de Huanuco
630665b99fa239004bddda37,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
630665b99fa239004bddda47,La Uni,Universidad Nacional de Ingenieria
630665b99fa239004bddda55,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
630665b99fa239004bddda5c,Universidad Tecnologica Del Peru,Universidad Tecnologica del Peru S.A.C.
630665b99fa239004bddda80,Universidad Norbert Wiener,Universidad Privada Norbert Wiener S.A.
630665b99fa239004bddda8d,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
630665b99fa239004bdddaba,Universidad Privada Del Norte   Upn,Universidad Privada del Norte S.A.C.
630665b99fa239004bdddacb,Universidad De San Martin De Porres,Universidad de San Martin de Porres
630665b99fa239004bdddacb,Universidad Cesar Vallejo,Universidad Cesar Vallejo S.A.C.
630665b99fa239004bdddad5,Universidad Cesar Vallejo,Universidad Cesar Vallejo S.A.C.
630665b99fa239004bdddae7,Utp,Universidad Tecnologica del Peru S.A.C.
630665b99fa239004bdddb21,Universidad Nacional Daniel Alcides Carrion,Universidad Nacional Daniel Alcides Carrion
630665b99fa239004bdddb6e,Universidad Autonoma De  Ica,Universidad Autonoma de Ica S.A.C.
630665b99fa239004bdddb8f,Universidad Nacional Mayor De San Marcos,Universidad Nacional Mayor de San Marcos
630665b99fa239004bdddbc3,Utp,Universidad Tecnologica del Peru S.A.C.
630665b99fa239004bdddbe7,Universidad Peruana De Ciencias Aplicadas,Universidad Peruana de Ciencias Aplicadas S.A.C.
630665b99fa239004bdddbf9,Universidad San Ignacio De Loyola,Universidad San Ignacio de Loyola S.R.L.
630665b99fa239004bdddc00,Universidad Cesar Vallejo,Universidad Cesar Vallejo S.A.C.
630665b99fa239004bdddc12,Universidad Nacional Mayor De San Marcos,Universidad Nacional Mayor de San Marcos
630665b99fa239004bdddc19,Universidad Cesar Vallejo,Universidad Cesar Vallejo S.A.C.
630665b99fa239004bdddc25,Universidad Del Pacifico,Universidad del Pacifico
630665b99fa239004bdddc2d,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
630665b99fa239004bdddc38,Upc   Universidad Peruana De Ciencias Aplicadas,Universidad Peruana de Ciencias Aplicadas S.A.C.
630665b99fa239004bdddc93,Universidad Tecnologica Del Peru,Universidad Tecnologica del Peru S.A.C.
630665b99fa239004bdddcae,Universidad Cesar Vallejo,Universidad Cesar Vallejo S.A.C.
630665b99fa239004bdddce4,Universidad Cesar Vallejo   Ucv,Universidad Cesar Vallejo S.A.C.
630665b99fa239004bdddcf4,Universidad Nacional Federico Villarreal,Universidad Nacional Federico Villarreal
630665b99fa239004bdddcfb,Universidad  Maria Auxiliadora,Universidad Maria Auxiliadora S.A.C.
630665b99fa239004bdddd04,Universidad Tecnologica Del Peru,Universidad Tecnologica del Peru S.A.C.
630665b99fa239004bdddd2f,Universidad Cesar Vallejo,Universidad Cesar Vallejo S.A.C.
630665b99fa239004bdddd45,Universidad Cesar Vallejo   Ucv,Universidad Cesar Vallejo S.A.C.
630665b99fa239004bdddd4e,Universidad Tecnologica Del Peru,Universidad Tecnologica del Peru S.A.C.
630665bc594e18004af0824c,Universidad Tecnologica Del Peru,Universidad Tecnologica del Peru S.A.C.
630665bc594e18004af08254,Universidad Nacional Del Callao,Universidad Nacional del Callao
630665bc594e18004af08276,Universidad De San Martin De Porres   Usmp,Universidad de San Martin de Porres
630665bc594e18004af08294,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
630665bc594e18004af0829b,Universidad Cesar Vallejo   Ucv,Universidad Cesar Vallejo S.A.C.
630665bc594e18004af082b7,Upc,Universidad Peruana de Ciencias Aplicadas S.A.C.
630665bc594e18004af082be,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
630665bc594e18004af082f7,Universidad Peruana De Ciencias Aplicadas,Universidad Peruana de Ciencias Aplicadas S.A.C.
630665bc594e18004af08302,Universidad Catolica De Santa Maria,Universidad Catolica de Santa Maria
630665bc594e18004af08312,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
630665bc594e18004af08320,Universidad San Ignacio De Loyola,Universidad San Ignacio de Loyola S.R.L.
630665bc594e18004af0834e,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
630665bc594e18004af08373,Upc,Universidad Peruana de Ciencias Aplicadas S.A.C.
630665bc594e18004af0837b,Universidad Nacional Del Callao   Unac,Universidad Nacional del Callao
630665bc594e18004af0839c,Universidad Nacional De Ingenieria,Universidad Nacional de Ingenieria
630665bc594e18004af083b6,Universidad Nacional Federico Villarreal,Universidad Nacional Federico Villarreal
630665bc594e18004af083cb,Universidad Tecnologica Del Peru,Universidad Tecnologica del Peru S.A.C.
630665bc594e18004af083dc,Universidad Tecnologica Del Peru   Utp,Universidad Tecnologica del Peru S.A.C.
630665bc594e18004af083eb,Universidad Catolica San Pablo,Universidad Catolica San Pablo
630665bc594e18004af083f2,Upc,Universidad Peruana de Ciencias Aplicadas S.A.C.
630665bc594e18004af083f8,Universidad Nacional Mayor De San Marcos,Universidad Nacional Mayor de San Marcos
630665bc594e18004af083ff,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
630665bc594e18004af0842f,Universidad Cesar Vallejo,Universidad Cesar Vallejo S.A.C.
630665bc594e18004af08437,Universidad Cesar Vallejo,Universidad Cesar Vallejo S.A.C.
630665bc594e18004af08444,Upn,Universidad Privada del Norte S.A.C.
630665bc594e18004af08454,Upc,Universidad Peruana de Ciencias Aplicadas S.A.C.
630665bc594e18004af0845b,Universidad Privada Del Norte   Unp,Universidad Nacional de Piura
630665bc594e18004af08470,Universidad Peruana De Ciencias Aplicadas   Upc,Universidad Peruana de Ciencias Aplicadas S.A.C.
630665bc594e18004af0847f,Universidad Tecnologica  Del Peru,Universidad Tecnologica del Peru S.A.C.
630665bc594e18004af084a2,Utp,Universidad Tecnologica del Peru S.A.C.
630665bc594e18004af084b1,Universidad Nacional Federico Villarreal,Universidad Nacional Federico Villarreal
630665bc594e18004af084b9,Utp,Universidad Tecnologica del Peru S.A.C.
630665bc594e18004af084c8,Universidad Nacional Hermilio Valdizan,Universidad Nacional Hermilio Valdizan de Huanuco
630665bc594e18004af084e5,Centro De Extension Y Proyeccion Social   Ceps Uni,Universidad Nacional de Ingenieria
630665bc594e18004af084e5,Universidad San Ignacio De Loyola   Usil,Universidad San Ignacio de Loyola S.R.L.
630665bc594e18004af084fc,Universidad Nacional De Trujillo,Universidad Nacional de Trujillo
630665bc594e18004af08506,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
630665bc594e18004af0850c,Universidad Tecnologica Del Peru,Universidad Tecnologica del Peru S.A.C.
630665bc594e18004af08514,Universidad Autonoma Del Peru,Universidad Autonoma del Peru S.A.C.
630665bc594e18004af08543,Utp,Universidad Tecnologica del Peru S.A.C.
630665bc594e18004af08567,Universidad Peruana Los Andes,Universidad Peruana Los Andes
630665bc594e18004af0856d,Universidad San Ignacio De Loyola   Usil,Universidad San Ignacio de Loyola S.R.L.
630665bc594e18004af08575,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
630665bc594e18004af0857d,Universidad Nacional Jose Faustino Sanchez Carrion,Universidad Nacional Jose Faustino Sanchez Carrion
630665bc594e18004af085c9,Universidad Tecnologica Del Peru,Universidad Tecnologica del Peru S.A.C.
630665bc594e18004af085e1,Universidad Ricardo Palma,Universidad Ricardo Palma
630665bc594e18004af085ec,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
630665bc594e18004af085ec,Universidad Cesar Vallejo,Universidad Cesar Vallejo S.A.C.
630665bc594e18004af085f8,Universidad Cesar Vallejo,Universidad Cesar Vallejo S.A.C.
630665bc594e18004af08617,Universidad Marcelino Champagnat,Universidad Marcelino Champagnat
630665bc594e18004af08652,Universidad Cesar Vallejo,Universidad Cesar Vallejo S.A.C.
630665bc594e18004af0868e,Universidad Tecnologica Del Peru   Utp,Universidad Tecnologica del Peru S.A.C.
630665bc594e18004af08695,Universidad Ricardo Palma,Universidad Ricardo Palma
630665bc594e18004af0869e,Universidad Cesar Vallejo   Ucv,Universidad Cesar Vallejo S.A.C.
630665bc594e18004af086ae,Universidad Privada San Juan Bautista   Upsjb,Universidad Privada San Juan Bautista S.A.C.
630665bc594e18004af086f5,Universidad Nacional De Ingenieria,Universidad Nacional de Ingenieria
630665bc594e18004af08714,Usil,Universidad San Ignacio de Loyola S.R.L.
630665bc594e18004af0871c,Universidad Cesar Vallejo,Universidad Cesar Vallejo S.A.C.
630665bc594e18004af08725,Universidad Nacional De San Martin,Universidad Nacional de San Martin
630665bc594e18004af08730,Universidad Tecnologica Del Peru,Universidad Tecnologica del Peru S.A.C.
630665bc594e18004af0873f,Universidad De San Martin De Porres   Usmp,Universidad de San Martin de Porres
630665bc594e18004af0874c,Universidad San Marcos,Universidad Nacional Mayor de San Marcos
630665bc9fa239004bddfb86,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
630665bc9fa239004bddfb98,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
630665bc9fa239004bddfbb4,Upc,Universidad Peruana de Ciencias Aplicadas S.A.C.
630665bc9fa239004bddfbc6,Universidad Peruana De Ciencias Aplicadas,Universidad Peruana de Ciencias Aplicadas S.A.C.
630665bc9fa239004bddfbd5,Universidad Nacional Federico Villarreal,Universidad Nacional Federico Villarreal
630665bc9fa239004bddfc04,Universidad Nacional De San Cristobal De Huamanga,Universidad Nacional de San Cristobal de Huamanga
630665bc9fa239004bddfc40,Upn,Universidad Privada del Norte S.A.C.
630665bc9fa239004bddfc50,Universidad Cesar Vallejo,Universidad Cesar Vallejo S.A.C.
630665bc9fa239004bddfc57,Universidad Cesar Vallejo,Universidad Cesar Vallejo S.A.C.
630665bc9fa239004bddfcb6,Universidad Nacional Federico Villarreal,Universidad Nacional Federico Villarreal
630665bc9fa239004bddfcee,Universidad Cesar Vallejo,Universidad Cesar Vallejo S.A.C.
630665bc9fa239004bddfcf4,Universidad Catolica De Santa Maria,Universidad Catolica de Santa Maria
630665bc9fa239004bddfd00,Universidad San Martin De Porres,Universidad de San Martin de Porres
630665bc9fa239004bddfd07,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
630665bc9fa239004bddfd0e,Universidad Catolica Santo Toribio De Mogrovejo,Universidad Catolica Santo Toribio de Mogrovejo
630665bc9fa239004bddfd0e,Universidad San Martin De Porres,Universidad de San Martin de Porres
630665bc9fa239004bddfd18,Universidad Nacional De Piura,Universidad Nacional de Piura
630665bc9fa239004bddfd32,Utp,Universidad Tecnologica del Peru S.A.C.
630665bd9fa239004bddfd47,Universidad San Martin De Porres,Universidad de San Martin de Porres
630665bd9fa239004bddfd4f,Universidad Cesar Vallejo,Universidad Cesar Vallejo S.A.C.
630665bd9fa239004bddfd88,Universidad Cesar Vallejo,Universidad Cesar Vallejo S.A.C.
630665bd9fa239004bddfd8e,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
630665bd9fa239004bddfd95,Universidad Nacional De Piura,Universidad Nacional de Piura
630665bd9fa239004bddfd9d,Universidad Andina Del Cusco,Universidad Andina del Cusco
630665bd9fa239004bddfda3,Universidad De Lima,Universidad Nacional Tecnologica de Lima Sur
630665bd9fa239004bddfdc7,Universidad Del Pacifico,Universidad del Pacifico
630665bd9fa239004bddfdcd,Universidad Nacional De Piura,Universidad Nacional de Piura
630665bd9fa239004bddfdd5,Universidad Privada Antenor Orrego,Universidad Privada Antenor Orrego
630665bd9fa239004bddfdf2,Universidad Peruana De Ciencias Aplicadas,Universidad Peruana de Ciencias Aplicadas S.A.C.
630665bd9fa239004bddfe03,Universidad Peruana De Ciencias Aplicadas,Universidad Peruana de Ciencias Aplicadas S.A.C.
630665bd9fa239004bddfe20,Universidad Nacional Del Centro Del Peru,Universidad Nacional del Centro del Peru
630665bd9fa239004bddfe27,Upn,Universidad Privada del Norte S.A.C.
630665bd9fa239004bddfe3e,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
630665bd9fa239004bddfe44,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
630665bd9fa239004bddfe7b,Universidad De San Martin De Porres,Universidad de San Martin de Porres
630665bd9fa239004bddfe83,Universidad Peruana De Ciencias Aplicadas,Universidad Peruana de Ciencias Aplicadas S.A.C.
630665bd9fa239004bddfe89,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
630665bd9fa239004bddfeb0,Universidad Peruana De Ciencias Aplicadas,Universidad Peruana de Ciencias Aplicadas S.A.C.
630665bd9fa239004bddff00,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
630665bd9fa239004bddff07,Uac,Universidad Andina del Cusco
630665bd9fa239004bddff2b,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
630665bd9fa239004bddff40,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
630665bd9fa239004bddff63,Universidad San Martin De Porres,Universidad de San Martin de Porres
630665bd9fa239004bddff7c,Universidad San Martin De Porres,Universidad de San Martin de Porres
630665bd9fa239004bddff95,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
630665bd9fa239004bddff9d,Upn,Universidad Privada del Norte S.A.C.
630665bd9fa239004bddffb9,Universidad Privada Del Norte   Upn,Universidad Privada del Norte S.A.C.
630665bd9fa239004bddffc1,Universidad Nacional Federico Villarreal,Universidad Nacional Federico Villarreal
630665bd9fa239004bddffcf,Usmp,Universidad de San Martin de Porres
630665bd9fa239004bddffe6,Universidad Señor De Sipan,Universidad Señor de Sipan S.A.C.
630665bd9fa239004bde001f,Universidad San Ignacio De Loyola,Universidad San Ignacio de Loyola S.R.L.
630665bd9fa239004bde0030,Universidad Nacional Federico Villarreal   Unfv,Universidad Nacional Federico Villarreal
630665bd9fa239004bde003b,Universidad Catolica San Pablo,Universidad Catolica San Pablo
630665bd9fa239004bde0049,Universidad Andina Del Cusco,Universidad Andina del Cusco
630665bd9fa239004bde006d,Universidad Cesar Vallejo   Ucv,Universidad Cesar Vallejo S.A.C.
630665bd9fa239004bde0073,Universidad Nacional Federico Villarreal   Unfv,Universidad Nacional Federico Villarreal
630665bd9fa239004bde008a,Universidad Andina Del Cusco,Universidad Andina del Cusco
630665bd9fa239004bde0094,Universidad Ricardo Palma,Universidad Ricardo Palma
630665bd9fa239004bde009b,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
630665bd9fa239004bde00a3,Universidad Peruana De Ciencias Aplicadas,Universidad Peruana de Ciencias Aplicadas S.A.C.
630665bd9fa239004bde00a9,Universidad Privada San Juan Bautista,Universidad Privada San Juan Bautista S.A.C.
630665bd9fa239004bde00b9,Universidad Peruana De Ciencias Aplicadas,Universidad Peruana de Ciencias Aplicadas S.A.C.
630665bd9fa239004bde00c7,Universidad Cesar Vallejo,Universidad Cesar Vallejo S.A.C.
630665bd9fa239004bde00d5,Universidad Nacional Tecnologica De Lima Sur,Universidad Nacional Tecnologica de Lima Sur
630665bd9fa239004bde00d5,Universidad Tecnologica Del Peru,Universidad Tecnologica del Peru S.A.C.
630665bd9fa239004bde00ec,Instituto Emprendedores   Usil,Universidad San Ignacio de Loyola S.R.L.
630665bd9fa239004bde011a,Universidad Nacional De Piura,Universidad Nacional de Piura
630665bd9fa239004bde0128,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
630665bd9fa239004bde0143,Utp,Universidad Tecnologica del Peru S.A.C.
630665bd9fa239004bde014e,Universidad De San Martin De Porres,Universidad de San Martin de Porres
630665bd9fa239004bde0163,Universidad Cientifica Del Sur,Universidad Cientifica del Sur S.A.C.
630665bd9fa239004bde016f,Upc san Isidro,Universidad Peruana de Ciencias Aplicadas S.A.C.
630665bd9fa239004bde0199,Universidad Cesar Vallejo,Universidad Cesar Vallejo S.A.C.
630665bd9fa239004bde01ae,Universidad Cesar Vallejo   Ucv,Universidad Cesar Vallejo S.A.C.
630665bd9fa239004bde01c6,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
630665bd9fa239004bde01cd,Upla,Universidad Peruana Los Andes
630665bd9fa239004bde01ef,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
630665bd9fa239004bde020c,Universidad Catolica Santo Toribio De Mogrovejo,Universidad Catolica Santo Toribio de Mogrovejo
630665bd9fa239004bde0214,Unalm,Universidad Nacional Agraria La Molina
630665bd9fa239004bde0214,Universidad Tecnologica Del Peru,Universidad Tecnologica del Peru S.A.C.
630665bd9fa239004bde021f,Universidad Tecnologica Del Peru,Universidad Tecnologica del Peru S.A.C.
630665bd9fa239004bde0225,Universidad Andina Del Cusco,Universidad Andina del Cusco
630665bd9fa239004bde022e,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
