candidateId,value,universidad homologada
6306d63c594e18004af0d9dc,Universidad Tecnologica Del Peru,Universidad Tecnologica del Peru S.A.C.
6306d63c594e18004af0da6c,Universidad Tecnologica Del Peru,Universidad Tecnologica del Peru S.A.C.
6306d63c594e18004af0dab4,Universidad Tecnologica Del Peru,Universidad Tecnologica del Peru S.A.C.
6306d63d594e18004af0daf6,Universidad De Lima,Universidad Nacional Tecnologica de Lima Sur
6306d63d594e18004af0dbce,Universidad San Ignacio De Loyola   Usil,Universidad San Ignacio de Loyola S.R.L.
6306d63d594e18004af0dc04,Universidad Tecnologica Del Peru,Universidad Tecnologica del Peru S.A.C.
6306d63d594e18004af0dc1c,Universidad Cesar Vallejo,Universidad Cesar Vallejo S.A.C.
6306d63d594e18004af0dc5e,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
6306d63d594e18004af0dcc4,Universidad Cesar Vallejo,Universidad Cesar Vallejo S.A.C.
6306d63d594e18004af0dce8,Universidad Peruana De Ciencias Aplicadas   Upc,Universidad Peruana de Ciencias Aplicadas S.A.C.
6306d63d594e18004af0dda8,Universidad Tecnologica Del Peru,Universidad Tecnologica del Peru S.A.C.
6306d63d594e18004af0ddb4,Universidad San Ignacio De Loyola,Universidad San Ignacio de Loyola S.R.L.
6306d63d594e18004af0de14,Universidad Peruana De Ciencias Aplicadas   Upc,Universidad Peruana de Ciencias Aplicadas S.A.C.
6306d63d594e18004af0de20,Universidad De Lima,Universidad Nacional Tecnologica de Lima Sur
6306d63d594e18004af0de32,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
6306d63d594e18004af0deaa,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
6306d63d594e18004af0dec2,Universidad Cesar Vallejo   Ucv,Universidad Cesar Vallejo S.A.C.
6306d63d594e18004af0dece,Universidad Tecnologica Del Peru   Utp,Universidad Tecnologica del Peru S.A.C.
6306d63d594e18004af0def8,Utp,Universidad Tecnologica del Peru S.A.C.
6306d63d594e18004af0defe,Escuela Tecnologica Superior De La Unp,Universidad Nacional de Piura
6306d63d594e18004af0df3a,Universidad Nacional Federico Villarreal,Universidad Nacional Federico Villarreal
6306d63d594e18004af0df5e,Upc Universidad Peruana De Ciencias Aplicadas,Universidad Peruana de Ciencias Aplicadas S.A.C.
6306d63d594e18004af0df7c,Universidad Nacional Mayor De San Marcos,Universidad Nacional Mayor de San Marcos
6306d63d594e18004af0dfa6,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
6306d63d594e18004af0dfee,Universidad Privada Del  Norte,Universidad Privada del Norte S.A.C.
6306d63d594e18004af0e066,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
6306d63d594e18004af0e11a,Universidad Cesar Vallejo,Universidad Cesar Vallejo S.A.C.
6306d63d594e18004af0e162,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
6306d63d594e18004af0e192,Universidad Tecnologica Del Peru   Utp,Universidad Tecnologica del Peru S.A.C.
6306d63d594e18004af0e1da,Universidad Catolica Santo Toribio De Mogrovejo,Universidad Catolica Santo Toribio de Mogrovejo
6306d63d594e18004af0e1f8,Universidad Ricardo Palma,Universidad Ricardo Palma
6306d63d594e18004af0e21c,Universidad Cesar Vallejo,Universidad Cesar Vallejo S.A.C.
6306d63d594e18004af0e234,Universidad Privada Norbert Wiener,Universidad Privada Norbert Wiener S.A.
6306d6549fa239004bdf10d8,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
6306d6549fa239004bdf10d8,Universidad Cesar Vallejo   Ucv,Universidad Cesar Vallejo S.A.C.
6306d6549fa239004bdf10f6,Universidad Nacional Federico Villarreal,Universidad Nacional Federico Villarreal
6306d6549fa239004bdf125e,Utp,Universidad Tecnologica del Peru S.A.C.
6306d6549fa239004bdf1270,Universidad Privada De Tacna   Upt,Universidad Privada de Tacna
6306d6549fa239004bdf12be,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
6306d6549fa239004bdf1426,Universidad,Universidad Tecnologica del Peru S.A.C.
6306d6549fa239004bdf14aa,Upc,Universidad Peruana de Ciencias Aplicadas S.A.C.
6306d6549fa239004bdf14c8,Universidad Peruana De Ciencias Aplicadas,Universidad Peruana de Ciencias Aplicadas S.A.C.
6306d6549fa239004bdf1540,Universidad De Lima,Universidad Nacional Tecnologica de Lima Sur
6306d6549fa239004bdf15ee,Universidad Continental,Universidad Continental S.A.C.
6306d6549fa239004bdf171a,Universidad Cesar Vallejo,Universidad Cesar Vallejo S.A.C.
6306d6549fa239004bdf1750,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
6306d66b594e18004af0e271,Universidad De San Martin De Porres   Usmp,Universidad de San Martin de Porres
6306d66b594e18004af0e2c5,Universidad De Ciencias Aplicadas,Universidad Peruana de Ciencias Aplicadas S.A.C.
6306d66b594e18004af0e2fb,Universidad Nacional Del Callao,Universidad Nacional del Callao
6306d66b594e18004af0e373,Universidad Tecnologica Del Peru,Universidad Tecnologica del Peru S.A.C.
6306d67e9fa239004bdf1a1b,Universidad Continental,Universidad Continental S.A.C.
6306d67e9fa239004bdf1b5f,Universidad Continental,Universidad Continental S.A.C.
6306d67e9fa239004bdf1b6b,Universidad Continental,Universidad Continental S.A.C.
6306d67e9fa239004bdf1cc7,Universidad Continental,Universidad Continental S.A.C.
6306d6dd9fa239004bdf1e7f,Universidad Nacional Mayor De San Marcos,Universidad Nacional Mayor de San Marcos
6306d6dd9fa239004bdf1e7f,Universidad Nacional Del Callao,Universidad Nacional del Callao
6306d6dd9fa239004bdf1e7f,Universidad Nacional Mayor De San Marcos,Universidad Nacional Mayor de San Marcos
6306d6dd9fa239004bdf1eb5,Universidad Nacional De La Amazonia Peruana,Universidad Nacional Intercultural de la Amazonia
6306d6dd9fa239004bdf1ecd,Utp,Universidad Tecnologica del Peru S.A.C.
6306d6dd9fa239004bdf1ee5,Universidad Tecnologica Del Peru   Utp,Universidad Tecnologica del Peru S.A.C.
6306d6dd9fa239004bdf1f81,Universidad Tecnologica Del Peru,Universidad Tecnologica del Peru S.A.C.
6306d6dd9fa239004bdf207d,Universidad Maria Auxiliadora,Universidad Maria Auxiliadora S.A.C.
6306d70e9fa239004bdf21b0,Universidad Peruana Los Andes,Universidad Peruana Los Andes
6306d777594e18004af0e659,Universidad Cesar Vallejo,Universidad Cesar Vallejo S.A.C.
6306d777594e18004af0e665,Universidad Autonoma Del Peru,Universidad Autonoma del Peru S.A.C.
6306d777594e18004af0e695,Universidad Nacional Agraria De La Selva   Unas,Universidad Nacional Agraria de la Selva
6306d777594e18004af0e6e9,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
6306d777594e18004af0e701,Universidad Privada San Juan Bautista,Universidad Privada San Juan Bautista S.A.C.
6306d777594e18004af0e707,Universidad Nacional Del Callao,Universidad Nacional del Callao
6306d777594e18004af0e70d,Upc,Universidad Peruana de Ciencias Aplicadas S.A.C.
6306d777594e18004af0e737,Universidad Cesar Vallejo,Universidad Cesar Vallejo S.A.C.
6306d777594e18004af0e749,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
6306d777594e18004af0e761,Universidad Nacional Del Callao,Universidad Nacional del Callao
6306d777594e18004af0e767,Universidad Privada Del Norte   Upn,Universidad Privada del Norte S.A.C.
6306d777594e18004af0e76d,Universidad Jose Faustino Sanchez Carrion,Universidad Nacional Jose Faustino Sanchez Carrion
6306d777594e18004af0e785,Universidad Peruana De Ciencias Aplicadas,Universidad Peruana de Ciencias Aplicadas S.A.C.
6306d777594e18004af0e791,Universidad Ricardo Palma,Universidad Ricardo Palma
6306d777594e18004af0e79d,Universidad Tecnologica Del Peru,Universidad Tecnologica del Peru S.A.C.
6306d777594e18004af0e7a9,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
6306d777594e18004af0e7af,Universidad Cesar Vallejo,Universidad Cesar Vallejo S.A.C.
6306d777594e18004af0e7cd,Universidad Tecnologica Del Peru,Universidad Tecnologica del Peru S.A.C.
6306d777594e18004af0e7f1,Universidad Nacional De Ingenieria,Universidad Nacional de Ingenieria
6306d777594e18004af0e7fd,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
6306d777594e18004af0e815,Universidad San Ignacio De Loyola   Usil,Universidad San Ignacio de Loyola S.R.L.
6306d777594e18004af0e827,Ucss,Universidad Catolica Sedes Sapientiae
6306d777594e18004af0e851,Universidad Cesar Vallejo   Ucv,Universidad Cesar Vallejo S.A.C.
6306d777594e18004af0e87b,Universidad Nacional Del Callao,Universidad Nacional del Callao
6306d777594e18004af0e887,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
6306d777594e18004af0e88d,Universidad Cesar Vallejo   Ucv,Universidad Cesar Vallejo S.A.C.
6306d777594e18004af0e893,Universidad Tecnologica Del Peru   Utp,Universidad Tecnologica del Peru S.A.C.
6306d777594e18004af0e899,Universidad De San Martin De Porres,Universidad de San Martin de Porres
6306d777594e18004af0e8bd,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
6306d777594e18004af0e8c3,Universidad Tecnologica Del Peru,Universidad Tecnologica del Peru S.A.C.
6306d777594e18004af0e8d5,Upn,Universidad Privada del Norte S.A.C.
6306d777594e18004af0e8db,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
6306d777594e18004af0e911,Universidad San Martin De Porres,Universidad de San Martin de Porres
6306d777594e18004af0e923,Universidad Tecnologica Del Peru,Universidad Tecnologica del Peru S.A.C.
6306d777594e18004af0e92f,Universidad Peruana De Ciencias Aplicadas   Upc,Universidad Peruana de Ciencias Aplicadas S.A.C.
6306d777594e18004af0e935,Universidad Jose Faustino Sanchez Carrion,Universidad Nacional Jose Faustino Sanchez Carrion
6306d777594e18004af0e953,Universidad Tecnologica Del Peru,Universidad Tecnologica del Peru S.A.C.
6306d777594e18004af0e959,Universidad Nacional Del Callao,Universidad Nacional del Callao
6306d777594e18004af0e977,Universidad Cesar Vallejo,Universidad Cesar Vallejo S.A.C.
6306d777594e18004af0e9cb,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
6306d777594e18004af0e9dd,Universidad Privada Del Norte   Unp,Universidad Nacional de Piura
6306d777594e18004af0e9e9,Universidad Cesar Vallejo,Universidad Cesar Vallejo S.A.C.
6306d777594e18004af0e9fb,Universidad Nacional Federico Villarreal,Universidad Nacional Federico Villarreal
6306d777594e18004af0ea19,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
6306d777594e18004af0ea2b,Universidad Cesar Vallejo,Universidad Cesar Vallejo S.A.C.
6306d777594e18004af0ea6d,Universidad Cesar Vallejo,Universidad Cesar Vallejo S.A.C.
6306d777594e18004af0eaa3,Universidad San Martin De Porres,Universidad de San Martin de Porres
6306d777594e18004af0eaa9,Universidad Cesar Vallejo,Universidad Cesar Vallejo S.A.C.
6306d777594e18004af0eaaf,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
6306d777594e18004af0eab5,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
6306d777594e18004af0eac7,Universidad Cesar Vallejo,Universidad Cesar Vallejo S.A.C.
6306d777594e18004af0eae5,Universidad Tecnologica Del Peru,Universidad Tecnologica del Peru S.A.C.
6306d777594e18004af0eaf1,Universidad Peruana De Ciencias Aplicadas,Universidad Peruana de Ciencias Aplicadas S.A.C.
6306d777594e18004af0eafd,Universidad Cesar Vallejo,Universidad Cesar Vallejo S.A.C.
6306d777594e18004af0eb2d,Universidad De San Martin De Porres   Usmp,Universidad de San Martin de Porres
6306d777594e18004af0ebbd,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
6306d777594e18004af0ebed,Usmp,Universidad de San Martin de Porres
6306d777594e18004af0ec35,Universidad Tecnologica Del Peru,Universidad Tecnologica del Peru S.A.C.
6306d777594e18004af0ec4d,Universidad Privada Del Norte   Upn,Universidad Privada del Norte S.A.C.
6306d777594e18004af0ec7d,Utp,Universidad Tecnologica del Peru S.A.C.
6306d777594e18004af0ec95,Instituto De Emprendedores Usil,Universidad San Ignacio de Loyola S.R.L.
6306d777594e18004af0ecbf,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
6306d777594e18004af0ed4f,Universidad Ricardo Palma,Universidad Ricardo Palma
6306d777594e18004af0ed79,Universidad Cesar Vallejo,Universidad Cesar Vallejo S.A.C.
6306d777594e18004af0ed91,Upn,Universidad Privada del Norte S.A.C.
6306d777594e18004af0edfd,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
6306d777594e18004af0ee09,Universidad Cientifica Del Sur,Universidad Cientifica del Sur S.A.C.
6306d777594e18004af0ee0f,Universidad De San Martin De Porres   Usmp,Universidad de San Martin de Porres
6306d777594e18004af0ee45,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
6306d777594e18004af0ee69,Universidad Continental,Universidad Continental S.A.C.
6306d777594e18004af0ee6f,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
6306d777594e18004af0eeb7,Universidad Cesar Vallejo   Ucv,Universidad Cesar Vallejo S.A.C.
6306d777594e18004af0eed5,Universidad Nacional Federico Villarreal   Unfv,Universidad Nacional Federico Villarreal
6306d777594e18004af0ef05,Upn,Universidad Privada del Norte S.A.C.
6306d777594e18004af0ef11,Universidad Cesar Vallejo,Universidad Cesar Vallejo S.A.C.
6306d777594e18004af0ef5f,Universidad Tecnologica Del Peru,Universidad Tecnologica del Peru S.A.C.
6306d777594e18004af0ef65,Universidad Cesar Vallejo,Universidad Cesar Vallejo S.A.C.
6306d777594e18004af0ef8f,Universidad Tecnologica Del Peru,Universidad Tecnologica del Peru S.A.C.
6306d777594e18004af0ef9b,Universidad Tecnologica Del Peru,Universidad Tecnologica del Peru S.A.C.
6306d777594e18004af0efad,Upn,Universidad Privada del Norte S.A.C.
6306d777594e18004af0eff5,Universidad Nacional Federico Villarreal   Unfv,Universidad Nacional Federico Villarreal
6306d777594e18004af0f037,Universidad San Martin De Porres,Universidad de San Martin de Porres
6306d777594e18004af0f049,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
6306d777594e18004af0f04f,Universidad Privada Antenor Orrego,Universidad Privada Antenor Orrego
6306d777594e18004af0f079,Universidad  Cesar  Vallejo,Universidad Cesar Vallejo S.A.C.
6306d777594e18004af0f085,Universidad Tecnologica Del Peru,Universidad Tecnologica del Peru S.A.C.
6306d777594e18004af0f097,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
6306d777594e18004af0f0d3,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
6306d777594e18004af0f0e5,Universidad De Ciencia Aplicadas Upc,Universidad Peruana de Ciencias Aplicadas S.A.C.
6306d777594e18004af0f103,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
6306d777594e18004af0f133,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
6306d777594e18004af0f139,Universidad Privada Del Norte   Upn,Universidad Privada del Norte S.A.C.
6306d777594e18004af0f15d,Universidad Cesar Vallejo,Universidad Cesar Vallejo S.A.C.
6306d777594e18004af0f163,Universidad Cesar Vallejo   Ucv,Universidad Cesar Vallejo S.A.C.
6306d78c9fa239004bdf2260,Universidad Señor De Sipan   Uss,Universidad Señor de Sipan S.A.C.
6306d7c0594e18004af0f2b5,Universidad San Martin De Porres,Universidad de San Martin de Porres
6306d7ef9fa239004bdf257a,Universidad Nacional De San Martin,Universidad Nacional de San Martin
6306d802594e18004af0f46c,Universidad Privada Del Norte   Upn,Universidad Privada del Norte S.A.C.
6306d802594e18004af0f4d2,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
6306d802594e18004af0f538,Universidad Cesar Vallejo,Universidad Cesar Vallejo S.A.C.
6306d802594e18004af0f54a,Ceps Uni,Universidad Nacional de Ingenieria
6306d802594e18004af0f54a,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
6306d802594e18004af0f5c2,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
6306d802594e18004af0f60a,Universidad San Ignacio De Loyola   Usil,Universidad San Ignacio de Loyola S.R.L.
6306d802594e18004af0f610,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
6306d802594e18004af0f62e,Universidad Nacional Federico Villarreal,Universidad Nacional Federico Villarreal
6306d802594e18004af0f694,Universidad Tecnologica Del Peru,Universidad Tecnologica del Peru S.A.C.
6306d802594e18004af0f694,Universidad Tecnologica Del Peru,Universidad Tecnologica del Peru S.A.C.
6306d802594e18004af0f6be,Universidad Nacional De Trujillo   Unt,Universidad Nacional de Trujillo
6306d802594e18004af0f6be,Universidad Privada Norbert Wiener,Universidad Privada Norbert Wiener S.A.
6306d802594e18004af0f72a,Universidad Tecnologica Del Peru,Universidad Tecnologica del Peru S.A.C.
6306d802594e18004af0f73c,Universidad De San Martin De Porres,Universidad de San Martin de Porres
6306d802594e18004af0f760,Universidad Nacional De Piura,Universidad Nacional de Piura
6306d802594e18004af0f7b4,Universidad Nacional Mayor De San Marcos,Universidad Nacional Mayor de San Marcos
6306d802594e18004af0f802,Universidad Tecnologica Del Peru utp,Universidad Tecnologica del Peru S.A.C.
6306d802594e18004af0f856,Universidad Cesar Vallejo,Universidad Cesar Vallejo S.A.C.
6306d802594e18004af0f8da,Universidad San Ignacio Del Loyola,Universidad San Ignacio de Loyola S.R.L.
6306d802594e18004af0f90a,Universidad Cesar Vallejo,Universidad Cesar Vallejo S.A.C.
6306d802594e18004af0f98e,Universidad De San Martin De Porres,Universidad de San Martin de Porres
6306d802594e18004af0f9e2,Universidad Cesar Vallejo,Universidad Cesar Vallejo S.A.C.
6306d802594e18004af0fad8,Universidad Cesar Vallejo,Universidad Cesar Vallejo S.A.C.
6306d802594e18004af0fafc,Universidad San Ignacio De Loyola,Universidad San Ignacio de Loyola S.R.L.
6306d802594e18004af0fb5c,Universidad San Martin De Porres,Universidad de San Martin de Porres
6306d802594e18004af0fb92,Universidad Privada San Juan Bautista,Universidad Privada San Juan Bautista S.A.C.
6306d8179fa239004bdf264d,Universidad Cesar Vallejo,Universidad Cesar Vallejo S.A.C.
6306d8179fa239004bdf2689,Universidad Tecnologica Del Peru,Universidad Tecnologica del Peru S.A.C.
6306d8179fa239004bdf26cb,Universidad San Ignacio De Loyola,Universidad San Ignacio de Loyola S.R.L.
6306d8179fa239004bdf273d,Upc,Universidad Peruana de Ciencias Aplicadas S.A.C.
6306d8179fa239004bdf276d,Universidad Cientifica Del Sur   Ucsur,Universidad Cientifica del Sur S.A.C.
6306d8179fa239004bdf27b5,Universidad De San Martin De Porres,Universidad de San Martin de Porres
6306d8179fa239004bdf286f,Upc,Universidad Peruana de Ciencias Aplicadas S.A.C.
6306d8179fa239004bdf28a5,Universidad De San Martin De Porres,Universidad de San Martin de Porres
6306d8179fa239004bdf28b7,Universidad Mayor De San Marcos,Universidad Nacional Mayor de San Marcos
6306d8179fa239004bdf296b,Universidad Cesar Vallejo,Universidad Cesar Vallejo S.A.C.
6306d8179fa239004bdf2995,Universidad De Ciencias Aplicadas,Universidad Peruana de Ciencias Aplicadas S.A.C.
6306d8179fa239004bdf29bf,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
6306d8179fa239004bdf2a0d,Universidad Nacional Agraria La Molina   La Molina,Universidad Nacional Agraria La Molina
6306d8179fa239004bdf2a2b,Universidad Peruana De Ciencias Aplicadas   Upc,Universidad Peruana de Ciencias Aplicadas S.A.C.
6306d8179fa239004bdf2a37,Universidad Peruana De Ciencias Aplicadas,Universidad Peruana de Ciencias Aplicadas S.A.C.
6306d8179fa239004bdf2a7f,Universidad Privada Del Norte   Upn,Universidad Privada del Norte S.A.C.
6306d8179fa239004bdf2af1,Universidad Tecnologica Del Peru,Universidad Tecnologica del Peru S.A.C.
6306d8179fa239004bdf2b21,Universidad Cesar Vallejo,Universidad Cesar Vallejo S.A.C.
6306d8179fa239004bdf2b27,Universidad De San Martin De Porres,Universidad de San Martin de Porres
6306d8179fa239004bdf2b81,Universidad Cesar Vallejo,Universidad Cesar Vallejo S.A.C.
6306d8179fa239004bdf2b8d,Universidad Peruana De Ciencias Aplicadas   Upc,Universidad Peruana de Ciencias Aplicadas S.A.C.
6306d8179fa239004bdf2c8f,Universidad San Ignacio De Loyola,Universidad San Ignacio de Loyola S.R.L.
6306d8179fa239004bdf2ca1,Universidad Cesar Vallejo   Ucv,Universidad Cesar Vallejo S.A.C.
6306d8179fa239004bdf2cb9,Universidad San Martin  De Porres,Universidad de San Martin de Porres
6306d8179fa239004bdf2d5b,Universidad San Ignacio Del Oyola Usil,Universidad San Ignacio de Loyola S.R.L.
6306d8179fa239004bdf2d67,Universidad Tecnologica Del Peru   Utp,Universidad Tecnologica del Peru S.A.C.
6306d8179fa239004bdf2d7f,Universidad Ricardo Palma,Universidad Ricardo Palma
6306d8179fa239004bdf2ddf,Universidad Privada Norbert Wiener,Universidad Privada Norbert Wiener S.A.
6306d8179fa239004bdf2e27,Universidad Cesar Vallejo,Universidad Cesar Vallejo S.A.C.
6306d8179fa239004bdf2e33,Usil   X Ciclo,Universidad San Ignacio de Loyola S.R.L.
6306d8179fa239004bdf2e5d,Universidad Peruana De Ciencias Aplicadas,Universidad Peruana de Ciencias Aplicadas S.A.C.
6306d8179fa239004bdf2e63,Universidad Tecnologica Del Peru   Utp,Universidad Tecnologica del Peru S.A.C.
6306d8179fa239004bdf2eab,Universidad Nacional Del Callao,Universidad Nacional del Callao
6306d82b594e18004af0fbb1,Universidad Peruana De Ciencias Aplicadas   Upc,Universidad Peruana de Ciencias Aplicadas S.A.C.
6306d82b594e18004af0fbb1,Universidad Peruana De Ciencias Aplicadas   Upc,Universidad Peruana de Ciencias Aplicadas S.A.C.
6306d82b594e18004af0fbbd,Universidad Peruana De Ciencias Aplicadas,Universidad Peruana de Ciencias Aplicadas S.A.C.
6306d82b594e18004af0fbed,Universidad Nacional Del Callao,Universidad Nacional del Callao
6306d82b594e18004af0fbf9,Universidad Nacional Del Callao,Universidad Nacional del Callao
6306d82b594e18004af0fc3b,Utp,Universidad Tecnologica del Peru S.A.C.
6306d82b594e18004af0fc5f,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
6306d82b594e18004af0fcb9,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
6306d82b594e18004af0fd37,Universidad Señor De Sipan,Universidad Señor de Sipan S.A.C.
6306d82b594e18004af0fd61,Universidad Tecnologica Del Peru,Universidad Tecnologica del Peru S.A.C.
6306d82b594e18004af0fd6d,Universidad  Nacional De Piura   Unp,Universidad Nacional de Piura
6306d82b594e18004af0fd6d,Universidad  Nacional De Piura   Unp,Universidad Nacional de Piura
6306d82b594e18004af0fd85,Universidad Catolica Sedes Sapientiae,Universidad Catolica Sedes Sapientiae
6306d82b594e18004af0fe03,Universidad Cesar Vallejo,Universidad Cesar Vallejo S.A.C.
6306d82b594e18004af0fe4b,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
6306d82b594e18004af0fe63,Universidad Catolica Sedes Sapientiae   Ucss,Universidad Catolica Sedes Sapientiae
6306d82b594e18004af0fe81,Universidad Nacional Federico Villarreal,Universidad Nacional Federico Villarreal
6306d82b594e18004af0feff,Upc,Universidad Peruana de Ciencias Aplicadas S.A.C.
6306d82b594e18004af0ff4d,Universidad San Martin De Porres,Universidad de San Martin de Porres
6306d852594e18004af0ffa8,Universidad Peruana De Ciencias Aplicadas,Universidad Peruana de Ciencias Aplicadas S.A.C.
6306d852594e18004af10038,Universidad Tecnologica Del Peru,Universidad Tecnologica del Peru S.A.C.
6306d853594e18004af1006e,Universidad Nacional Del Callao   Unac,Universidad Nacional del Callao
6306d853594e18004af100d4,Upc,Universidad Peruana de Ciencias Aplicadas S.A.C.
6306d853594e18004af100e6,Universidad De San Martin De Porres,Universidad de San Martin de Porres
6306d853594e18004af10134,Universidad Privada Del Norte   Upn,Universidad Privada del Norte S.A.C.
6306d853594e18004af1014c,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
6306d853594e18004af10164,Universidad Tecnologica Del Peru,Universidad Tecnologica del Peru S.A.C.
6306d853594e18004af1017c,Universidad Cesar Vallejo,Universidad Cesar Vallejo S.A.C.
6306d853594e18004af1024e,Universidad Cesar Vallejo,Universidad Cesar Vallejo S.A.C.
6306d853594e18004af102ea,Universidad Cesar Vallejo   Ucv,Universidad Cesar Vallejo S.A.C.
6306d853594e18004af102ea,Universidad Cesar Vallejo   Ucv,Universidad Cesar Vallejo S.A.C.
6306d853594e18004af10386,Universidad Nacional Agraria La Molina,Universidad Nacional Agraria La Molina
6306d853594e18004af103bc,Universidad Autonoma Del Peru   Ua,Universidad Autonoma del Peru S.A.C.
6306d853594e18004af10476,Universidad De San Martin De Porres   Usmp,Universidad de San Martin de Porres
6306d853594e18004af104d6,Universidad Tecnologica Del Peru,Universidad Tecnologica del Peru S.A.C.
6306d853594e18004af104e2,Universidad Tecnologica Del Peru,Universidad Tecnologica del Peru S.A.C.
6306d853594e18004af104e8,Universidad San Martin De Porres,Universidad de San Martin de Porres
6306d8699fa239004bdf3219,Universidad Peruana De Ciencias Aplicadas   Upc,Universidad Peruana de Ciencias Aplicadas S.A.C.
6306d8699fa239004bdf3225,Upc,Universidad Peruana de Ciencias Aplicadas S.A.C.
6306d8699fa239004bdf3297,Usil,Universidad San Ignacio de Loyola S.R.L.
6306d8699fa239004bdf3351,Universidad Nacional Federico Villareal   Unfv,Universidad Nacional Federico Villarreal
6306d8699fa239004bdf3381,Universidad Tecnologica Del Peru   Utp,Universidad Tecnologica del Peru S.A.C.
6306d8699fa239004bdf3387,Universidad Señor De Sipan,Universidad Señor de Sipan S.A.C.
6306d8699fa239004bdf33f3,Universidad Tecnologica Del Peru   Utp,Universidad Tecnologica del Peru S.A.C.
6306d8699fa239004bdf3435,Upc,Universidad Peruana de Ciencias Aplicadas S.A.C.
6306d8699fa239004bdf3489,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
6306d8699fa239004bdf352b,Universidad Privada Del Norte   Unp,Universidad Nacional de Piura
6306d87b594e18004af10561,Universidad Cesar Vallejo   Ucv,Universidad Cesar Vallejo S.A.C.
6306d87b594e18004af105df,Universidad Tecnologica Del Peru,Universidad Tecnologica del Peru S.A.C.
6306d87b594e18004af10657,Untels,Universidad Nacional Tecnologica de Lima Sur
6306d87b594e18004af10723,Universidad Nacional Del Callao   Unac,Universidad Nacional del Callao
6306d87c594e18004af10765,Universidad Nacional Del Callao   Unac,Universidad Nacional del Callao
6306d87c594e18004af1076b,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
6306dc680b25100008425b50,Universidad Catolica Sedes Sapientiae,Universidad Catolica Sedes Sapientiae
6306dfa8d7fa700008e8409e,Universidad Cesar Vallejo   Ucv,Universidad Cesar Vallejo S.A.C.
6306dfa8d7fa700008e8409e,Universidad Cesar Vallejo   Ucv,Universidad Cesar Vallejo S.A.C.
6306faa61e599d0009d74349,Universidad Nacional De Piura,Universidad Nacional de Piura
6307923ce86a980008defa25,Universidad Peruana De Ciencias Aplicadas,Universidad Peruana de Ciencias Aplicadas S.A.C.
6307d1fc1e599d0009d78382,Universidad San Ignacio De Loyola,Universidad San Ignacio de Loyola S.R.L.
630800e4d7fa700008e89d35,Universidad Privada Del Norte,Universidad Privada del Norte S.A.C.
630821df29da5b0008a10b31,Universidad Privada Señor De Sipan,Universidad Señor de Sipan S.A.C.
6308254d29da5b0008a10c75,Universidad San Ignacio De Loyola,Universidad San Ignacio de Loyola S.R.L.
630829a629da5b0008a10ddd,Universidad De San Martin De Porres,Universidad de San Martin de Porres
63083da5e86a980008df93a1,Universidad De Piura,Universidad Nacional de Piura
6308400be86a980008df9496,Universidad Cesar Vallejo   Ucv,Universidad Cesar Vallejo S.A.C.
